,track_name,_description
4111,0brevRGa7ZTMpKp7tqWqLR,diamonds  dave aude 100 extended rihanna diamonds - dave aude 100 extended lowpopularity lowacousticness highdanceability midenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness midtempo midvalence highalbum_popularity highartist_popularity twothousands pop urban contemporary barbadian pop key11 
4112,1JwPEU7fF9qedJwr6fUCh6,diamonds  gregor salto downtempo remix rihanna diamonds - gregor salto downtempo remix lowpopularity lowacousticness highdanceability midenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness midtempo midvalence highalbum_popularity highartist_popularity twothousands pop urban contemporary barbadian pop key11 
4113,10UDQ7qyclibQZeA8W9oH0,james joint rihanna james joint lowpopularity midacousticness middanceability lowenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness hightempo midvalence lowalbum_popularity highartist_popularity presenttime pop urban contemporary barbadian pop key4 
4114,1iNr6peSDziIlsJSS8Jxge,close to you rihanna close to you lowpopularity highacousticness middanceability lowenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness midtempo lowvalence lowalbum_popularity highartist_popularity presenttime pop urban contemporary barbadian pop key10 
4115,2sHNQyTbE3ZvhjBFGqLxJU,goodnight gotham rihanna goodnight gotham lowpopularity lowacousticness middanceability highenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness midtempo midvalence lowalbum_popularity highartist_popularity presenttime pop urban contemporary barbadian pop key0 
4116,2eghogEKiH7hM70GYkF1XD,pose rihanna pose lowpopularity lowacousticness highdanceability highenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness hightempo highvalence lowalbum_popularity highartist_popularity presenttime pop urban contemporary barbadian pop key1 
4117,7wVLads8CFKdKfKf09CDRw,consideration rihanna consideration lowpopularity lowacousticness highdanceability midenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness hightempo highvalence lowalbum_popularity highartist_popularity presenttime pop urban contemporary barbadian pop key7 
4118,7xLooJiPfa5xpI1Xvm9Ja5,kiss it better rihanna kiss it better lowpopularity lowacousticness middanceability highenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness midtempo highvalence lowalbum_popularity highartist_popularity presenttime pop urban contemporary barbadian pop key3 
4119,4m6D70k5xMmCDCB19u7Bi0,work rihanna work lowpopularity lowacousticness highdanceability midenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness midtempo midvalence lowalbum_popularity highartist_popularity presenttime pop urban contemporary barbadian pop key11 
4120,5I4ugX74O2xadBXW6BYrAQ,desperado rihanna desperado lowpopularity lowacousticness highdanceability midenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness midtempo lowvalence lowalbum_popularity highartist_popularity presenttime pop urban contemporary barbadian pop key0 
4121,6XMmChMU62XILB1evGYwTw,woo rihanna woo lowpopularity lowacousticness middanceability midenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness midtempo lowvalence lowalbum_popularity highartist_popularity presenttime pop urban contemporary barbadian pop key9 
4122,4DoQqJvURKxrPjcskj0IwI,needed me rihanna needed me lowpopularity lowacousticness highdanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness midtempo lowvalence lowalbum_popularity highartist_popularity presenttime pop urban contemporary barbadian pop key5 
4123,3LRiQ984MtAuGKbzH4QSsE,"yeah i said it rihanna yeah, i said it lowpopularity midacousticness middanceability midenergy lowinstrumentalness midliveness highloudness majormode lowspeechiness hightempo lowvalence lowalbum_popularity highartist_popularity presenttime pop urban contemporary barbadian pop key7 "
4124,6Z2jgMpqSzKsZkyBWqYkv8,same ol’ mistakes rihanna same ol’ mistakes lowpopularity lowacousticness middanceability highenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness hightempo midvalence lowalbum_popularity highartist_popularity presenttime pop urban contemporary barbadian pop key8 
4125,5bVsO7xrZIHheCoEHjBi8o,never ending rihanna never ending lowpopularity highacousticness middanceability midenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness midtempo midvalence lowalbum_popularity highartist_popularity presenttime pop urban contemporary barbadian pop key10 
4126,4JlYrtPZlMWkhCiMrLHUrP,love on the brain rihanna love on the brain lowpopularity lowacousticness middanceability midenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness hightempo midvalence lowalbum_popularity highartist_popularity presenttime pop urban contemporary barbadian pop key4 
4128,6WAxKNbZoGNzQTIvdMqkFs,sex with me rihanna sex with me lowpopularity lowacousticness middanceability midenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness midtempo midvalence lowalbum_popularity highartist_popularity presenttime pop urban contemporary barbadian pop key1 
4130,5LiQ64tjVA70LNTC7XhK9e,sex on the beach partynextdoor sex on the beach lowpopularity lowacousticness lowdanceability highenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness midtempo lowvalence midalbum_popularity highartist_popularity presenttime pop rap rb urban contemporary toronto rap key10 
4131,5wUUWVRvrciJqFitZF8R0P,recognize feat drake partynextdoor recognize (feat. drake) midpopularity lowacousticness middanceability midenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness midtempo lowvalence midalbum_popularity highartist_popularity presenttime pop rap rb urban contemporary toronto rap key2 
4132,4STaHtfguDMkWbPEo6Fwcx,not nice partynextdoor not nice lowpopularity lowacousticness middanceability midenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness hightempo highvalence midalbum_popularity highartist_popularity presenttime pop rap rb urban contemporary toronto rap key0 
4133,1wZqJM5FGDEl3FjHDxDyQd,come and see me feat drake partynextdoor come and see me (feat. drake) midpopularity lowacousticness highdanceability midenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness midtempo lowvalence midalbum_popularity highartist_popularity presenttime pop rap rb urban contemporary toronto rap key11 
4134,46HZ8l9wPo9JNsk7dZLamb,peace of mind partynextdoor peace of mind lowpopularity lowacousticness highdanceability midenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness midtempo midvalence lowalbum_popularity highartist_popularity presenttime pop rap rb urban contemporary toronto rap key1 
4135,16aNJYinJv9AAetWD5yJen,freak in you partynextdoor freak in you lowpopularity lowacousticness middanceability midenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness midtempo lowvalence lowalbum_popularity highartist_popularity presenttime pop rap rb urban contemporary toronto rap key1 
4136,0iQTYM2f0ZO6nAPIWq0olW,low battery partynextdoor low battery lowpopularity lowacousticness highdanceability midenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness midtempo midvalence lowalbum_popularity highartist_popularity presenttime pop rap rb urban contemporary toronto rap key9 
4137,77mh9ekRRedxpn25cf4p6q,rendezvous partynextdoor rendezvous lowpopularity lowacousticness highdanceability midenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness midtempo midvalence lowalbum_popularity highartist_popularity presenttime pop rap rb urban contemporary toronto rap key10 
4138,1h6qG2hBGxL9yUNjeUb4SU,peaches feat sleepy brown  scar outkast peaches (feat. sleepy brown & scar) lowpopularity lowacousticness highdanceability highenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness midtempo midvalence midalbum_popularity highartist_popularity twothousands pop rap rap hip hop southern hip hop atl hip hop dirty south rap key1 
4139,5z7mYFfhw6N6f23VwrokJD,the way you move feat sleepy brown outkast the way you move (feat. sleepy brown) midpopularity lowacousticness highdanceability midenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness hightempo midvalence highalbum_popularity highartist_popularity twothousands pop rap rap hip hop southern hip hop atl hip hop dirty south rap key5 
4143,0Jdhd6HH9ExPixO2RU9dvY,livvin nxworries livvin lowpopularity midacousticness middanceability highenergy lowinstrumentalness midliveness highloudness majormode lowspeechiness midtempo lowvalence lowalbum_popularity midartist_popularity presenttime hip hop neo soul alternative rb indie soul underground hip hop key0 
4144,2sdPu7SvSNfxH2Y7kQCl08,wngs nxworries wngs lowpopularity lowacousticness middanceability highenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness midtempo highvalence lowalbum_popularity midartist_popularity presenttime hip hop neo soul alternative rb indie soul underground hip hop key2 
4145,3cd52gZI8c0rH5O4Bvu1lp,best one nxworries best one lowpopularity lowacousticness middanceability highenergy lowinstrumentalness midliveness highloudness majormode lowspeechiness midtempo midvalence lowalbum_popularity midartist_popularity presenttime hip hop neo soul alternative rb indie soul underground hip hop key6 
4146,6hATPOHv3f2PpHnDBI3ZzS,kutless nxworries kutless lowpopularity lowacousticness middanceability midenergy lowinstrumentalness midliveness highloudness majormode lowspeechiness slowtempo lowvalence lowalbum_popularity midartist_popularity presenttime hip hop neo soul alternative rb indie soul underground hip hop key10 
4147,0r6gegMYomKkSFq04v0MbM,can’t stop nxworries can’t stop lowpopularity midacousticness middanceability midenergy lowinstrumentalness lowliveness highloudness minormode midspeechiness midtempo midvalence lowalbum_popularity midartist_popularity presenttime hip hop neo soul alternative rb indie soul underground hip hop key6 
4148,4M2sYFUCDjgyMFRpWpnjWL,get bigger  do u luv nxworries get bigger / do u luv lowpopularity lowacousticness middanceability highenergy lowinstrumentalness lowliveness highloudness minormode midspeechiness midtempo highvalence lowalbum_popularity midartist_popularity presenttime hip hop neo soul alternative rb indie soul underground hip hop key10 
4149,1YENxfi5rVoKPyXtp0DKBg,khadijah nxworries khadijah lowpopularity lowacousticness highdanceability highenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness midtempo highvalence lowalbum_popularity midartist_popularity presenttime hip hop neo soul alternative rb indie soul underground hip hop key10 
4150,0HL72BEKAuMvriVdqdLuVI,han nxworries h.a.n. lowpopularity lowacousticness middanceability midenergy lowinstrumentalness lowliveness highloudness minormode midspeechiness midtempo lowvalence lowalbum_popularity midartist_popularity presenttime hip hop neo soul alternative rb indie soul underground hip hop key8 
4151,2WCt2fDcbOCLwsgpKBd5Ig,scared money nxworries scared money lowpopularity midacousticness middanceability highenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness hightempo highvalence lowalbum_popularity midartist_popularity presenttime hip hop neo soul alternative rb indie soul underground hip hop key5 
4152,1WMwjqR201fcZfrAJw2glj,suede nxworries suede lowpopularity midacousticness highdanceability highenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness midtempo highvalence lowalbum_popularity midartist_popularity presenttime hip hop neo soul alternative rb indie soul underground hip hop key10 
4153,4QJY8qeHlVZqfyG4zUZepm,sidepiece nxworries sidepiece lowpopularity highacousticness middanceability midenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness midtempo midvalence lowalbum_popularity midartist_popularity presenttime hip hop neo soul alternative rb indie soul underground hip hop key8 
4154,3jyibTCJd2U32TLVEKqkoR,jodi nxworries jodi lowpopularity lowacousticness middanceability midenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness hightempo highvalence lowalbum_popularity midartist_popularity presenttime hip hop neo soul alternative rb indie soul underground hip hop key7 
4155,41I38u8jHSvHxTWDiIUutH,link up nxworries link up lowpopularity lowacousticness highdanceability highenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness midtempo midvalence lowalbum_popularity midartist_popularity presenttime hip hop neo soul alternative rb indie soul underground hip hop key1 
4156,2tSCOfgVqyETQCRmsIbDSK,another time nxworries another time lowpopularity lowacousticness middanceability midenergy lowinstrumentalness midliveness highloudness majormode lowspeechiness midtempo highvalence lowalbum_popularity midartist_popularity presenttime hip hop neo soul alternative rb indie soul underground hip hop key0 
4157,6iaxOhnP5LHj2VsjFCQ9kz,intro nxworries intro lowpopularity lowacousticness highdanceability highenergy lowinstrumentalness highliveness highloudness majormode lowspeechiness hightempo highvalence lowalbum_popularity midartist_popularity presenttime hip hop neo soul alternative rb indie soul underground hip hop key4 
4158,7KIl2wAxihHCV6lFhpBU9p,what more can i say nxworries what more can i say lowpopularity lowacousticness middanceability midenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo midvalence lowalbum_popularity midartist_popularity presenttime hip hop neo soul alternative rb indie soul underground hip hop key7 
4159,6kSgsughJ1LFHaClLGleIR,lyk dis nxworries lyk dis lowpopularity lowacousticness highdanceability midenergy lowinstrumentalness midliveness highloudness majormode lowspeechiness midtempo midvalence lowalbum_popularity midartist_popularity presenttime hip hop neo soul alternative rb indie soul underground hip hop key4 
4160,7fhmwAJiVLMF2w4Sj2SEtD,starlite nxworries starlite lowpopularity midacousticness lowdanceability highenergy lowinstrumentalness lowliveness highloudness majormode midspeechiness midtempo highvalence lowalbum_popularity midartist_popularity presenttime hip hop neo soul alternative rb indie soul underground hip hop key5 
4161,6yosscJPlye8fi7P7a041D,fkku nxworries fkku lowpopularity highacousticness middanceability midenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness hightempo highvalence lowalbum_popularity midartist_popularity presenttime hip hop neo soul alternative rb indie soul underground hip hop key3 
4162,5LkcAjqj5NOctNGi2qUjlw,cool it now new edition cool it now midpopularity lowacousticness highdanceability midenergy lowinstrumentalness lowliveness midloudness minormode lowspeechiness midtempo highvalence midalbum_popularity midartist_popularity eighties boy band rb urban contemporary neo soul contemporary rb quiet storm new jack swing key10 
4163,7JmPqImeW3kLoYVNBA9v11,if it isnt love new edition if it isn't love midpopularity lowacousticness middanceability highenergy lowinstrumentalness midliveness highloudness minormode lowspeechiness midtempo highvalence midalbum_popularity midartist_popularity eighties boy band rb urban contemporary neo soul contemporary rb quiet storm new jack swing key5 
4164,72OrfuJ9RxfLCoqAMeKHCZ,candy girl new edition candy girl midpopularity midacousticness highdanceability midenergy lowinstrumentalness lowliveness midloudness majormode lowspeechiness midtempo highvalence midalbum_popularity midartist_popularity eighties boy band rb urban contemporary neo soul contemporary rb quiet storm new jack swing key1 
4165,1vbe9sh7U9vdMceAhitWr2,can you stand the rain new edition can you stand the rain midpopularity highacousticness middanceability midenergy lowinstrumentalness lowliveness midloudness majormode lowspeechiness hightempo highvalence midalbum_popularity midartist_popularity eighties boy band rb urban contemporary neo soul contemporary rb quiet storm new jack swing key8 
4166,0iFOG4Ki9aDmJUYUFHQlPG,frontin feat jayz  club mix pharrell williams frontin' (feat. jay-z) - club mix midpopularity midacousticness highdanceability midenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness midtempo highvalence midalbum_popularity highartist_popularity twothousands pop pop rap hip hop key9 
4167,5EpdvRM97d8JBlvCz1V6gM,already knew that ro james already knew that midpopularity highacousticness highdanceability highenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness midtempo midvalence midalbum_popularity midartist_popularity presenttime rb pop rb key11 
4169,3ZdJffjzJWFimSQyxgGIxN,just a dream nelly just a dream highpopularity lowacousticness middanceability highenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness midtempo lowvalence highalbum_popularity highartist_popularity twothousands dance pop pop rap hip hop southern hip hop key1 
4171,2Q99zPXVqCPN5RaZawvJWZ,beautiful monster ne-yo beautiful monster midpopularity lowacousticness highdanceability highenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness hightempo midvalence midalbum_popularity highartist_popularity twothousands pop dance pop rb urban contemporary key5 
4172,6uQKuonTU8VKBz5SHZuQXD,this is how we do it montell jordan this is how we do it midpopularity lowacousticness highdanceability midenergy lowinstrumentalness midliveness highloudness majormode lowspeechiness midtempo highvalence midalbum_popularity midartist_popularity nineties dance pop pop rap rb hip hop urban contemporary hip pop contemporary rb new jack swing key0 
4173,4wBRAwvddxf90vN9BTdG2e,beautiful mariah carey #beautiful lowpopularity lowacousticness highdanceability highenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness midtempo midvalence lowalbum_popularity highartist_popularity presenttime dance pop urban contemporary key4 
4174,3aeSTu6ejN2BU8YywEcHWO,good lovin ludacris good lovin midpopularity lowacousticness middanceability highenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness midtempo midvalence midalbum_popularity highartist_popularity presenttime dance pop pop rap rap hip hop southern hip hop trap atl hip hop dirty south rap key0 
4175,6qFMkbAz8WlfNfVfpoCPyW,strawberry amazing miguel strawberry amazing lowpopularity highacousticness middanceability highenergy lowinstrumentalness midliveness highloudness majormode midspeechiness midtempo highvalence lowalbum_popularity highartist_popularity twothousands pop dance pop rb key2 
4177,5VA4Ispp52EA1sOqzMz3Av,all i want is you feat j cole miguel all i want is you (feat. j. cole) highpopularity lowacousticness highdanceability midenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness midtempo highvalence highalbum_popularity highartist_popularity twothousands pop dance pop rb key5 
4178,1eUGmzzvahJjOSWgDHuRlv,girl with the tattoo enterlewd miguel girl with the tattoo enter.lewd highpopularity highacousticness middanceability lowenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness midtempo lowvalence highalbum_popularity highartist_popularity twothousands pop dance pop rb key6 
4179,5JBVrYNpJEa7eyG0E8UMvX,pay me miguel pay me midpopularity lowacousticness highdanceability midenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness hightempo lowvalence highalbum_popularity highartist_popularity twothousands pop dance pop rb key1 
4180,4isk4UYRcmslphcTq61xUg,quickie miguel quickie midpopularity lowacousticness middanceability midenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness slowtempo midvalence highalbum_popularity highartist_popularity twothousands pop dance pop rb key9 
4181,4qE2iDO78w5uHs03R8V7FQ,girls like you miguel girls like you midpopularity lowacousticness middanceability highenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness hightempo lowvalence highalbum_popularity highartist_popularity twothousands pop dance pop rb key4 
4182,6tmWKd8kKXaYGfhihe5zmp,overload enterlewd miguel overload enter.lewd midpopularity lowacousticness highdanceability midenergy highinstrumentalness lowliveness midloudness majormode lowspeechiness midtempo lowvalence highalbum_popularity highartist_popularity twothousands pop dance pop rb key9 
4183,7dB1PiZseXwBZSObScI2nH,hard way miguel hard way midpopularity lowacousticness highdanceability highenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness midtempo midvalence highalbum_popularity highartist_popularity twothousands pop dance pop rb key9 
4184,3TeNkdbYRK8mGfvTMZtXBM,teach me miguel teach me midpopularity lowacousticness middanceability midenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness hightempo midvalence highalbum_popularity highartist_popularity twothousands pop dance pop rb key8 
4185,7E0Vsj8rinTQl50BAsFewF,hero miguel hero midpopularity lowacousticness highdanceability midenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness hightempo midvalence highalbum_popularity highartist_popularity twothousands pop dance pop rb key5 
4186,3HBZIY3FVzXu6YjhExNqWe,vixen miguel vixen midpopularity midacousticness middanceability midenergy lowinstrumentalness midliveness highloudness minormode lowspeechiness midtempo midvalence highalbum_popularity highartist_popularity twothousands pop dance pop rb key0 
4187,4YMEYbRvgzVXJoKi53SSgU,to the moon miguel to the moon midpopularity lowacousticness highdanceability midenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness midtempo lowvalence highalbum_popularity highartist_popularity twothousands pop dance pop rb key4 
4188,4WLQVGtxD8eqDPMX2CiZlE,my piece miguel my piece midpopularity lowacousticness middanceability midenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness midtempo midvalence highalbum_popularity highartist_popularity twothousands pop dance pop rb key8 
4189,25cUhiAod71TIQSNicOaW3,adorn miguel adorn highpopularity lowacousticness middanceability midenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness hightempo lowvalence midalbum_popularity highartist_popularity twothousands pop dance pop rb key11 
4190,3YA7i7hvNDDplDT79NWLUr,use me miguel use me midpopularity lowacousticness middanceability highenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness midtempo midvalence midalbum_popularity highartist_popularity twothousands pop dance pop rb key9 
4192,28ta3iY9I3zJ4Kr0FrWK9T,the thrill miguel the thrill midpopularity lowacousticness middanceability midenergy lowinstrumentalness midliveness highloudness minormode lowspeechiness hightempo midvalence midalbum_popularity highartist_popularity twothousands pop dance pop rb key11 
4193,5ctk3VJoHoURSiwkCJn2bf,how many drinks miguel how many drinks? midpopularity lowacousticness middanceability midenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness midtempo lowvalence midalbum_popularity highartist_popularity twothousands pop dance pop rb key0 
4194,1qDe5CRWjbSqnYLwWbr8pC,wheres the fun in forever miguel where's the fun in forever lowpopularity lowacousticness highdanceability highenergy lowinstrumentalness midliveness highloudness majormode lowspeechiness midtempo midvalence midalbum_popularity highartist_popularity twothousands pop dance pop rb key2 
4195,1OSkUAslVAljbEnG973Gfa,arch  point miguel arch & point midpopularity lowacousticness middanceability midenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness hightempo lowvalence midalbum_popularity highartist_popularity twothousands pop dance pop rb key2 
4196,0tmQ3hHXa8MGwUKUm6rAyF,pussy is mine miguel pussy is mine midpopularity highacousticness highdanceability lowenergy lowinstrumentalness midliveness midloudness majormode lowspeechiness hightempo lowvalence midalbum_popularity highartist_popularity twothousands pop dance pop rb key2 
4197,6iUFlR4E2dfY9RzqEuzSce,kaleidoscope dream miguel kaleidoscope dream midpopularity lowacousticness middanceability midenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness midtempo midvalence midalbum_popularity highartist_popularity twothousands pop dance pop rb key0 
4198,5lDSemGSvZeL8n5h8SGoG2,candles in the sun miguel candles in the sun midpopularity lowacousticness middanceability midenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness midtempo lowvalence midalbum_popularity highartist_popularity twothousands pop dance pop rb key9 
4199,4TahqjJMwWPqk6QrBOhbF5,a beautiful exit miguel a beautiful exit lowpopularity lowacousticness middanceability midenergy lowinstrumentalness highliveness highloudness majormode lowspeechiness hightempo lowvalence midalbum_popularity highartist_popularity presenttime pop dance pop rb key6 
4200,3O7mUOMCFkEeeWBDzgWtiq,deal miguel deal lowpopularity lowacousticness middanceability highenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness midtempo midvalence midalbum_popularity highartist_popularity presenttime pop dance pop rb key2 
4201,2Tm3pYAWjEKVjoiKsUhKDx,the valley miguel the valley midpopularity midacousticness middanceability midenergy lowinstrumentalness midliveness highloudness minormode lowspeechiness midtempo lowvalence midalbum_popularity highartist_popularity presenttime pop dance pop rb key7 
4203,1yo5POfHJT1LASjQlsvF0Q,nwa feat kurupt miguel nwa (feat. kurupt) lowpopularity lowacousticness highdanceability midenergy lowinstrumentalness midliveness highloudness minormode lowspeechiness midtempo midvalence midalbum_popularity highartist_popularity presenttime pop dance pop rb key11 
4204,7LP6AUTf4KD055DVxfBXOu,waves miguel waves midpopularity lowacousticness highdanceability highenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness midtempo lowvalence midalbum_popularity highartist_popularity presenttime pop dance pop rb key11 
4205,3jFqMdDCbcg12DgDem6Spt,hollywood dreams miguel hollywood dreams lowpopularity lowacousticness middanceability highenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness hightempo lowvalence midalbum_popularity highartist_popularity presenttime pop dance pop rb key7 
4206,16HxWY98myiCVwLoRqi7KT,goingtohell miguel ...goingtohell lowpopularity lowacousticness middanceability highenergy lowinstrumentalness midliveness highloudness minormode lowspeechiness hightempo lowvalence midalbum_popularity highartist_popularity presenttime pop dance pop rb key2 
4207,2ROj9XZq6y9923nQvR83fJ,flesh miguel flesh lowpopularity midacousticness middanceability midenergy lowinstrumentalness midliveness highloudness minormode lowspeechiness midtempo midvalence midalbum_popularity highartist_popularity presenttime pop dance pop rb key9 
4208,4yPnPn9UENvl7KntadUiKS,leaves miguel leaves midpopularity highacousticness middanceability midenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness hightempo lowvalence midalbum_popularity highartist_popularity presenttime pop dance pop rb key4 
4209,1R6hlXECMJgMvgHwNpW9XX,face the sun feat lenny kravitz miguel face the sun (feat. lenny kravitz) midpopularity lowacousticness middanceability highenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness hightempo lowvalence midalbum_popularity highartist_popularity presenttime pop dance pop rb key5 
4210,7xK1qc3jSlIo0UHah9WHdn,gfg miguel gfg lowpopularity lowacousticness highdanceability highenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness midtempo midvalence midalbum_popularity highartist_popularity presenttime pop dance pop rb key2 
4211,0bDd5b2Mh9zDcrtj8dnYqt,destinado a morir miguel destinado a morir lowpopularity lowacousticness highdanceability midenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness hightempo lowvalence midalbum_popularity highartist_popularity presenttime pop dance pop rb key2 
4212,2YEr07055St40kz0aUfm4f,simple things miguel simple things midpopularity midacousticness middanceability midenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness midtempo lowvalence midalbum_popularity highartist_popularity presenttime pop dance pop rb key8 
4213,2ZCe5vjgNDAmoWe73C46nc,damned miguel damned lowpopularity lowacousticness middanceability highenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness midtempo midvalence midalbum_popularity highartist_popularity presenttime pop dance pop rb key4 
4214,3BoPOp7YNORLqMUjE5XAh9,big on big migos big on big lowpopularity lowacousticness highdanceability highenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness hightempo midvalence lowalbum_popularity highartist_popularity presenttime pop rap rap hip hop trap atl hip hop key0 
4215,6p8NuHm8uCGnn2Dtbtf7zE,slippery feat gucci mane migos slippery (feat. gucci mane) lowpopularity lowacousticness highdanceability highenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness hightempo highvalence lowalbum_popularity highartist_popularity presenttime pop rap rap hip hop trap atl hip hop key1 
4216,76Y0gxtTxN0FyDCYh5qYQj,get right witcha migos get right witcha lowpopularity lowacousticness highdanceability highenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness hightempo midvalence lowalbum_popularity highartist_popularity presenttime pop rap rap hip hop trap atl hip hop key10 
4217,4Km5HrUvYTaSUfiSGPJeQR,bad and boujee feat lil uzi vert migos bad and boujee (feat. lil uzi vert) lowpopularity lowacousticness highdanceability highenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness hightempo lowvalence lowalbum_popularity highartist_popularity presenttime pop rap rap hip hop trap atl hip hop key11 
4218,7KOlJ92bu51cltsD9KU5I7,tshirt migos t-shirt lowpopularity lowacousticness highdanceability highenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness hightempo midvalence lowalbum_popularity highartist_popularity presenttime pop rap rap hip hop trap atl hip hop key10 
4219,2n5gVJ9fzeX2SSWlLQuyS9,fight night migos fight night lowpopularity lowacousticness highdanceability highenergy lowinstrumentalness midliveness highloudness majormode lowspeechiness midtempo highvalence lowalbum_popularity highartist_popularity presenttime pop rap rap hip hop trap atl hip hop key1 
4220,5N0vzzKfd2yDw1nrdXrvPv,bando migos bando midpopularity lowacousticness highdanceability highenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness hightempo highvalence midalbum_popularity highartist_popularity presenttime pop rap rap hip hop trap atl hip hop key5 
4221,3SnLc0bQjQeE3HgGdNfb8u,hannah montana migos hannah montana midpopularity lowacousticness highdanceability highenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness hightempo midvalence midalbum_popularity highartist_popularity presenttime pop rap rap hip hop trap atl hip hop key0 
4222,6pJSulm9EBmsYGnp3uaEFl,leave me alone  2012 remaster michael jackson leave me alone - 2012 remaster midpopularity midacousticness highdanceability highenergy lowinstrumentalness lowliveness highloudness majormode lowspeechiness hightempo midvalence highalbum_popularity highartist_popularity eighties pop rb soul key4 
4223,5T7ywazdGIydr6JCW6t02j,smooth criminal  2012 remaster michael jackson smooth criminal - 2012 remaster highpopularity lowacousticness highdanceability highenergy midinstrumentalness lowliveness highloudness majormode lowspeechiness midtempo midvalence highalbum_popularity highartist_popularity eighties pop rb soul key8 
4224,2WzQbiXKpmRNLWXbqo8Z7b,liberian girl  2012 remastered version michael jackson liberian girl - 2012 remastered version midpopularity midacousticness highdanceability midenergy lowinstrumentalness lowliveness highloudness minormode lowspeechiness midtempo midvalence highalbum_popularity highartist_popularity eighties pop rb soul key8 
