,track_id,track_name,track_duration,track_popularity,track_uri,artist_name,artist_id,album_id,album_name,acousticness,danceability,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,time_signature,valence,album_popularity,artist_popularity,track_releaseYear,track_releaseMonth,key_0,key_1,key_10,key_11,key_2,key_3,key_4,key_5,key_6,key_7,key_8,key_9,pop,dance pop,post-teen pop,country,contemporary country,boy band,country dawn,pop rock,neo mellow,pop rap,rap,talent show,electropop,canadian pop,modern rock,indie poptimism,uk pop,country road,oklahoma country,edm,folk-pop,r&b,tropical house,alt z,piano rock,pop dance,hollywood,pop punk,modern alternative rock,stomp and holler,texas country,hip hop,rock,pop emo,neon pop punk,melodic rap,dfw rap,permanent wave,baroque pop,indie pop,uk alternative pop,art pop,classic country pop,metropopolis,viral pop,acoustic pop,singer-songwriter,chicago rap,movie tunes,show tunes,urban contemporary,conscious hip hop,electro house,indie rock,country pop,neo soul,indie folk,lilith,alternative rock,indietronica,pop edm,bedroom pop,southern hip hop,deep talent show,trap,indiecoustica,classic rock,pop soul,new americana,mellow gold,candy pop,social media pop,soft rock,la indie,modern country rock,vapor soul,hip pop,canadian contemporary r&b,australian pop,ectofolk,atl hip hop,christian alternative rock,lgbtq+ hip hop,christian music,country rock,ccm,uk dance,worship,adult standards,pixie,british soul,indie pop rap,pop r&b,europop,folk,miami hip hop,modern folk rock,canadian country,brill building pop,danish pop
10,7yNf9YjeO5JXUE3JEBgnYc,Babydoll,97960,76,spotify:track:7yNf9YjeO5JXUE3JEBgnYc,Dominic Fike,6USv9qhCn6zfxlBQIYJ9qs,05jbNkYoEQdjVDHEHtg1gY,"Don't Forget About Me, Demos",0.114,0.762,0.604,0.0,0.0271,-5.296,0,0.11,168.007,4,0.847,70,72,2018,10,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0GNVXNz7Jkicfk2mp5OyG5,Stick Season,182346,78,spotify:track:0GNVXNz7Jkicfk2mp5OyG5,Noah Kahan,2RQXRUsr4IW1f3mKyKsy4B,1fMRg0CNLKdnrXD0WPc2Ju,Stick Season,0.799,0.664,0.5,0.0,0.0966,-6.935,1,0.0651,117.896,4,0.801,67,76,2022,07,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,4aR9bPMAOFySBuQSbVWF3d,Smile,196893,61,spotify:track:4aR9bPMAOFySBuQSbVWF3d,Lily Allen,13saZpZnCDWOI9D4IJhp1f,3nxPzWEJBjzonYWtTNb0uY,"Alright, Still (Bonus Track Version)",0.00143,0.632,0.639,0.0,0.221,-5.938,1,0.0259,95.506,4,0.733,51,67,2006,05,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,3XVBdLihbNbxUwZosxcGuJ,If I Ain't Got You,228706,80,spotify:track:3XVBdLihbNbxUwZosxcGuJ,Alicia Keys,3DiDSECUqqY1AuBP8qtaIa,6TqRKHLjDu5QZuC8u5Woij,The Diary Of Alicia Keys,0.603,0.609,0.444,6.86e-06,0.104,-9.129,1,0.106,118.402,3,0.166,71,77,2003,12,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,6qCp2Out7ymmGb4VqHLY7P,Heart on Fire,226466,48,spotify:track:6qCp2Out7ymmGb4VqHLY7P,Scott Thomas,4DZ0V5RrevvUOZ9PEi9AGv,4gG4tKoqceYIirP1wz9rwD,Love Again,0.0123,0.646,0.874,2.35e-06,0.172,-5.614,1,0.0282,124.017,4,0.903,37,30,2015,03,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,1vNn7rVQT6UtEW1NGH53fT,All Night Longer,177093,60,spotify:track:1vNn7rVQT6UtEW1NGH53fT,Sammy Adams,1S9WGrK7SZfXXQtHBYzDle,6WllyUCkaPD6rFK89jojFO,All Night Longer,0.000652,0.712,0.649,0.0,0.0683,-4.753,1,0.063,127.028,4,0.616,49,50,2012,08,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,1R0a2iXumgCiFb7HEZ7gUE,Don’t Blame Me,236413,87,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,06HL4z0CvFAxyc27GXpf02,6DEjYFkNZh67HP7R9PSZvv,reputation,0.106,0.615,0.534,1.76e-05,0.0607,-6.719,0,0.0386,135.917,4,0.193,85,100,2017,11,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,1sx0XsWUusUoPstbvokZjP,A-O-K,173640,75,spotify:track:1sx0XsWUusUoPstbvokZjP,Tai Verdes,2kCO8LXN1usaOPL3iEE28I,6E8lxwX7KMAO9nCx4A5tAR,TV,0.125,0.731,0.626,0.0,0.183,-6.919,1,0.0805,82.488,4,0.862,69,69,2021,05,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0jG5hLQSYrNnzApAjE0uIw,Everything I Know About Love,209706,33,spotify:track:0jG5hLQSYrNnzApAjE0uIw,Laufey,7gW0r5CkdEUMm42w9XpyZO,6kLd7HIdO4ylB86XpI4qTC,Everything I Know About Love,0.614,0.659,0.329,0.0,0.325,-7.438,1,0.0433,68.046,4,0.511,23,67,2022,04,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,5BCYtpbTyUQSMRwDVPb5wk,Dover Beach,218053,59,spotify:track:5BCYtpbTyUQSMRwDVPb5wk,Baby Queen,4VqlewwKZJoIcA88PYHUDd,5AxHpSJXhis5BFb1AA24pe,The Yearbook,0.0753,0.581,0.832,0.0,0.0773,-5.48,1,0.0514,99.908,4,0.678,51,51,2021,09,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
